회사명,시장구분,종목코드
와이지엔터테인먼트,코스닥,122870
테크윙,코스닥,089030
씨큐브,코스닥,101240
에스엠코어,코스닥,007820
씨엔플러스,코스닥,115530
로보스타,코스닥,090360
대한과학,코스닥,131220
아이디스,코스닥,143160
제이씨케미칼,코스닥,137950
아이씨디,코스닥,040910
제닉,코스닥,123330
BF랩스,코스닥,139050
상아프론테크,코스닥,089980
나이벡,코스닥,138610
옵티시스,코스닥,109080
대양전기공업,코스닥,108380
서연탑메탈,코스닥,019770
넥스트아이,코스닥,137940
티엔엔터테인먼트,코스닥,131100
KX,코스닥,122450
골프존홀딩스,코스닥,121440
윈스테크넷,코스닥,136540
하림,코스닥,136480
이퓨쳐,코스닥,134060
티케이케미칼,코스닥,104480
부스타,코스닥,008470
나노신소재,코스닥,121600
케이아이엔엑스,코스닥,093320
티피씨글로벌,코스닥,130740
LB세미콘,코스닥,061970
딜리,코스닥,131180
제이엔케이글로벌,코스닥,126880
블루콤,코스닥,033560
인트론바이오,코스닥,048530
알서포트,코스닥,131370
인텍플러스,코스닥,064290
티에스이,코스닥,131290
이브이첨단소재,코스닥,131400
대정화금,코스닥,120240
피제이메탈,코스닥,128660
옵투스제약,코스닥,131030
에이루트,코스닥,096690
티비씨,코스닥,033830
시그네틱스,코스닥,033170
한국전자인증,코스닥,041460
BGF에코머티리얼즈,코스닥,126600
디케이락,코스닥,105740
위메이드플레이,코스닥,123420
아나패스,코스닥,123860
KNN,코스닥,058400
누리플랜,코스닥,069140
아이텍,코스닥,119830
인화정공,코스닥,101930
셀피글로벌,코스닥,068940
뉴온,코스닥,123840
알파칩스,코스닥,117670
포메탈,코스닥,119500
다원시스,코스닥,068240
씨젠,코스닥,096530
와이솔,코스닥,122990
하이비젼시스템,코스닥,126700
화신정공,코스닥,126640
코리아에프티,코스닥,123410
엠에스오토텍,코스닥,123040
이글루,코스닥,067920
인터로조,코스닥,119610
하이텍팜,코스닥,106190
에스디시스템,코스닥,121890
알톤,코스닥,123750
유비벨록스,코스닥,089850
오르비텍,코스닥,046120
엑스큐어,코스닥,070300
투비소프트,코스닥,079970
인피니트헬스케어,코스닥,071200
서진오토모티브,코스닥,122690
인지소프트,코스닥,100030
이스트아시아홀딩스,코스닥,900110
애머릿지,코스닥,900100
케이씨에스,코스닥,115500
씨엑스아이,코스닥,900120
HLB테라퓨틱스,코스닥,115450
삼기,코스닥,122350
이미지스,코스닥,115610
인포바인,코스닥,115310
케이이엠텍,코스닥,106080
모베이스,코스닥,101330
스타플렉스,코스닥,115570
우리넷,코스닥,115440
아세아텍,코스닥,050860
폴라리스우노,코스닥,114630
코디,코스닥,080530
글로벌에스엠,코스닥,900070
DGI,코스닥,099520
그린생명과학,코스닥,114450
디와이피엔에프,코스닥,104460
위메이드,코스닥,112040
셀바스AI,코스닥,108860
이원컴포텍,코스닥,088290
강원에너지,코스닥,114190
휴맥스,코스닥,115160
앱토크롬,코스닥,109960
동방선기,코스닥,099410
KS인더스트리,코스닥,101000
진매트릭스,코스닥,109820
비츠로셀,코스닥,082920
한스바이오메드,코스닥,042520
NHN벅스,코스닥,104200
아이앤씨,코스닥,052860
케이엔더블유,코스닥,105330
디에스케이,코스닥,109740
제넥신,코스닥,095700
톱텍,코스닥,108230
동국S&C,코스닥,100130
에스앤더블류,코스닥,103230
컴투스홀딩스,코스닥,063080
동일금속,코스닥,109860
어보브반도체,코스닥,102120
위메이드맥스,코스닥,101730
이엔에프테크놀로지,코스닥,102710
스맥,코스닥,099440
SDN,코스닥,099220
한국정밀기계,코스닥,101680
흥국,코스닥,010240
우림피티에스,코스닥,101170
티플랙스,코스닥,081150
에스티오,코스닥,098660
에이테크솔루션,코스닥,071670
에스앤에스텍,코스닥,101490
뷰웍스,코스닥,100120
코오롱생명과학,코스닥,102940
엔시트론,코스닥,101400
파인테크닉스,코스닥,106240
이수앱지스,코스닥,086890
대성파인텍,코스닥,104040
유비쿼스홀딩스,코스닥,078070
메디톡스,코스닥,086900
엠게임,코스닥,058630
아이컴포넌트,코스닥,059100
HLB생명과학,코스닥,067630
이크레더블,코스닥,092130
세운메디칼,코스닥,100700
마이크로컨텍솔,코스닥,098120
이엠앤아이,코스닥,083470
아이엠,코스닥,101390
웰크론한텍,코스닥,076080
하이드로리튬,코스닥,101670
슈프리마에이치큐,코스닥,094840
서울옥션,코스닥,063170
이스트소프트,코스닥,047560
크레버스,코스닥,096240
월덱스,코스닥,101160
쎄트렉아이,코스닥,099320
브리지텍,코스닥,064480
고영,코스닥,098460
조이시티,코스닥,067000
우진비앤지,코스닥,018620
테스,코스닥,095610
예스24,코스닥,053280
엘디티,코스닥,096870
메타바이오메드,코스닥,059210
효성오앤비,코스닥,097870
한울소재과학,코스닥,091440
에코볼트,코스닥,097780
에스코넥,코스닥,096630
일신바이오,코스닥,068330
서원인텍,코스닥,093920
이씨에스,코스닥,067010
대창솔루션,코스닥,096350
엑시온그룹,코스닥,069920
알에프세미,코스닥,096610
디엔에프,코스닥,092070
일진파워,코스닥,094820
비엠티,코스닥,086670
이엠코리아,코스닥,095190
현우산업,코스닥,092300
케이알엠,코스닥,093640
에스에너지,코스닥,095910
성우전자,코스닥,081580
엘엠에스,코스닥,073110
제이엠티,코스닥,094970
오디텍,코스닥,080520
ISC,코스닥,095340
네오티스,코스닥,085910
미래나노텍,코스닥,095500
상보,코스닥,027580
바이오톡스텍,코스닥,086040
옴니시스템,코스닥,057540
푸른기술,코스닥,094940
웨이브일렉트로,코스닥,095270
빅솔론,코스닥,093190
S&K폴리텍,코스닥,091340
멤레이비티,코스닥,072770
갤럭시아머니트리,코스닥,094480
에코프로,코스닥,086520
대산F&B,코스닥,065150
컴투스,코스닥,078340
네오위즈,코스닥,095660
앤씨앤,코스닥,092600
엔텔스,코스닥,069410
풍강,코스닥,093380
동국제약,코스닥,086450
케이프,코스닥,064820
상신이디피,코스닥,091580
한라IMS,코스닥,092460
에프알텍,코스닥,073540
이엠텍,코스닥,091120
참좋은여행,코스닥,094850
네오리진,코스닥,094860
LS증권,코스닥,078020
매커스,코스닥,093520
나노캠텍,코스닥,091970
네오팜,코스닥,092730
오스코텍,코스닥,039200
켐트로닉스,코스닥,089010
제이스텍,코스닥,090470
동아엘텍,코스닥,088130
휴온스글로벌,코스닥,084110
케이씨티,코스닥,089150
파트론,코스닥,091700
유니테스트,코스닥,086390
휴림로봇,코스닥,090710
에스에이티,코스닥,060540
큐에스아이,코스닥,066310
멀티캠퍼스,코스닥,067280
코세스,코스닥,089890
성창오토텍,코스닥,080470
넥스턴앤롤코리아,코스닥,089140
제이티,코스닥,089790
아이윈,코스닥,090150
이녹스,코스닥,088390
THE E&M,코스닥,089230
바텍,코스닥,043150
MDS테크,코스닥,086960
루멘스,코스닥,038060
CSA 코스믹,코스닥,083660
NICE인프라,코스닥,063570
쇼박스,코스닥,086980
팬엔터테인먼트,코스닥,068050
인포뱅크,코스닥,039290
스테이지원엔터,코스닥,078860
동우팜투테이블,코스닥,088910
제이브이엠,코스닥,054950
팅크웨어,코스닥,084730
진바이오텍,코스닥,086060
티케이지애강,코스닥,022220
에이스테크,코스닥,088800
셀트리온제약,코스닥,068760
GST,코스닥,083450
에너토크,코스닥,019990
제우스,코스닥,079370
뉴프렉스,코스닥,085670
유진테크,코스닥,084370
CG인바이츠,코스닥,083790
바이오니아,코스닥,064550
헬릭스미스,코스닥,084990
인콘,코스닥,083640
차바이오텍,코스닥,085660
대봉엘에스,코스닥,078140
와이엔텍,코스닥,067900
케이엠,코스닥,083550
수성웹툰,코스닥,084180
모다이노칩,코스닥,080420
비에이치아이,코스닥,083650
케스피온,코스닥,079190
비보존 제약,코스닥,082800
자연과환경,코스닥,043910
와토스코리아,코스닥,079000
폴라리스오피스,코스닥,041020
휴림에이텍,코스닥,078590
서린바이오,코스닥,038070
가비아,코스닥,079940
덕산하이메탈,코스닥,077360
아바코,코스닥,083930
하나마이크론,코스닥,067310
엘오티베큠,코스닥,083310
코스나인,코스닥,082660
이상네트웍스,코스닥,080010
메디포스트,코스닥,078160
우리바이오,코스닥,082850
모두투어,코스닥,080160
가온그룹,코스닥,078890
쏠리드,코스닥,050890
옵트론텍,코스닥,082210
젬백스,코스닥,082270
플랜티넷,코스닥,075130
이노와이어리스,코스닥,073490
인베니아,코스닥,079950
동양이엔피,코스닥,079960
제주반도체,코스닥,080220
한창산업,코스닥,079170
디이엔티,코스닥,079810
iMBC,코스닥,052220
서산,코스닥,079650
KX하이텍,코스닥,052900
손오공,코스닥,066910
미래컴퍼니,코스닥,049950
아이크래프트,코스닥,052460
메가스터디,코스닥,072870
케이에스피,코스닥,073010
KG모빌리언스,코스닥,046440
대주전자재료,코스닥,078600
텔레칩스,코스닥,054450
HB테크놀러지,코스닥,078150
도이치모터스,코스닥,067990
토비스,코스닥,051360
국일제지,코스닥,078130
DMS,코스닥,068790
시너지이노베이션,코스닥,048870
신성델타테크,코스닥,065350
한국경제TV,코스닥,039340
다날,코스닥,064260
형지I&C,코스닥,011080
비케이홀딩스,코스닥,050090
YBM넷,코스닥,057030
CS,코스닥,065770
아미노로직스,코스닥,074430
테라젠이텍스,코스닥,066700
디에이피,코스닥,066900
한양디지텍,코스닥,078350
동국알앤에스,코스닥,075970
빛과전자,코스닥,069540
듀오백,코스닥,073190
삼진엘앤디,코스닥,054090
폴라리스AI파마,코스닥,041910
세진티에스,코스닥,067770
한솔인티큐브,코스닥,070590
리튬포어스,코스닥,073570
테라사이언스,코스닥,073640
우주일렉트로,코스닥,065680
SOOP,코스닥,067160
드림어스컴퍼니,코스닥,060570
버킷스튜디오,코스닥,066410
원익QnC,코스닥,074600
로체시스템즈,코스닥,071280
에스텍,코스닥,069510
오텍,코스닥,067170
키이스트,코스닥,054780
현대에버다임,코스닥,041440
중앙백신,코스닥,072020
휴비츠,코스닥,065510
우리산업홀딩스,코스닥,072470
디지털대성,코스닥,068930
유아이디,코스닥,069330
티씨케이,코스닥,064760
아모텍,코스닥,052710
웰크론,코스닥,065950
파워로직스,코스닥,047310
이엘씨,코스닥,041520
홈캐스트,코스닥,064240
씨씨에스,코스닥,066790
웹젠,코스닥,069080
대화제약,코스닥,067080
우수AMS,코스닥,066590
JW신약,코스닥,067290
하츠,코스닥,066130
빅텍,코스닥,065450
탑엔지니어링,코스닥,065130
이루온,코스닥,065440
재영솔루텍,코스닥,049630
한국큐빅,코스닥,021650
인터플렉스,코스닥,051370
삼영이엔씨,코스닥,065570
하이퍼코퍼레이션,코스닥,065650
한성크린텍,코스닥,066980
리더스코스메틱,코스닥,016100
케이피엠테크,코스닥,042040
디티씨,코스닥,066670
아이로보틱스,코스닥,066430
초록뱀미디어,코스닥,047820
인크레더블버즈,코스닥,064090
쎌바이오텍,코스닥,049960
NE능률,코스닥,053290
테크엘,코스닥,064520
KG이니시스,코스닥,035600
비엘팜텍,코스닥,065170
플래스크,코스닥,041590
새로닉스,코스닥,042600
오리엔트정공,코스닥,065500
에이전트AI,코스닥,060900
국보디자인,코스닥,066620
아이톡시,코스닥,052770
에스아이리소스,코스닥,065420
포니링크,코스닥,064800
폴라리스AI,코스닥,039980
현대바이오,코스닥,048410
에스피지,코스닥,058610
토탈소프트,코스닥,045340
서호전기,코스닥,065710
파커스,코스닥,065690
HC홈센타,코스닥,060560
서울리거,코스닥,043710
아비코전자,코스닥,036010
큐렉소,코스닥,060280
제이케이시냅스,코스닥,060230
우원개발,코스닥,046940
티사이언티픽,코스닥,057680
인선이엔티,코스닥,060150
와이어블,코스닥,065530
SM Life Design,코스닥,063440
지어소프트,코스닥,051160
지엔코,코스닥,065060
셀루메드,코스닥,049180
KH바텍,코스닥,060720
알에프텍,코스닥,061040
에스폴리텍,코스닥,050760
이랜텍,코스닥,054210
ES큐브,코스닥,050120
케이피티유,코스닥,054410
3S,코스닥,060310
화일약품,코스닥,061250
오상자이엘,코스닥,053980
농우바이오,코스닥,054050
케이엘넷,코스닥,039420
에스티아이,코스닥,039440
잉크테크,코스닥,049550
대한뉴팜,코스닥,054670
씨티씨바이오,코스닥,060590
인탑스,코스닥,049070
LS마린솔루션,코스닥,060370
피씨디렉트,코스닥,051380
구영테크,코스닥,053270
한국기업평가,코스닥,034950
뉴보텍,코스닥,060260
동양에스텍,코스닥,060380
백금T&A,코스닥,046310
고려신용정보,코스닥,049720
서울반도체,코스닥,046890
아가방컴퍼니,코스닥,013990
한주에이알티,코스닥,058450
미코,코스닥,059090
유신,코스닥,054930
프럼파스트,코스닥,035200
한국컴퓨터,코스닥,054040
대동스틸,코스닥,048470
링네트,코스닥,042500
크레오에스지,코스닥,040350
팬스타엔터프라이즈,코스닥,054300
한빛소프트,코스닥,047080
NHN KCP,코스닥,060250
CNT85,코스닥,056730
금강철강,코스닥,053260
스타코링크,코스닥,060240
동아화성,코스닥,041930
비츠로시스,코스닥,054220
오리엔탈정공,코스닥,014940
웰킵스하이텍,코스닥,043590
리노공업,코스닥,058470
성우테크론,코스닥,045300
에스에프에이,코스닥,056190
신화인터텍,코스닥,056700
엑사이엔씨,코스닥,054940
피에이치에이,코스닥,043370
APS,코스닥,054620
코위버,코스닥,056360
성호전자,코스닥,043260
YW,코스닥,051390
삼영엠텍,코스닥,054540
이니텍,코스닥,053350
유진로봇,코스닥,056080
태웅,코스닥,044490
경남제약,코스닥,053950
삼보모터스,코스닥,053700
한컴위드,코스닥,054920
코미팜,코스닥,041960
프리엠스,코스닥,053160
코나아이,코스닥,052400
메디콕스,코스닥,054180
더테크놀로지,코스닥,043090
비트플래닛,코스닥,049470
지에스이,코스닥,053050
아이디스홀딩스,코스닥,054800
코데즈컴바인,코스닥,047770
안랩,코스닥,053800
YTN,코스닥,040300
CMG제약,코스닥,058820
JYP Ent.,코스닥,035900
KCC건설,코스닥,021320
세동,코스닥,053060
프로텍,코스닥,053610
액토즈소프트,코스닥,052790
세코닉스,코스닥,053450
바이넥스,코스닥,053030
오성첨단소재,코스닥,052420
태양,코스닥,053620
오션인더블유,코스닥,052300
유아이엘,코스닥,049520
대원미디어,코스닥,048910
중앙첨단소재,코스닥,051980
CJ프레시웨이,코스닥,051500
파인디앤씨,코스닥,049120
디지아이,코스닥,043360
코텍,코스닥,052330
한네트,코스닥,052600
에스티큐브,코스닥,052020
티에스넥스젠,코스닥,043220
큐로홀딩스,코스닥,051780
피노,코스닥,033790
나라엠앤디,코스닥,051490
에코바이오,코스닥,038870
에이텍,코스닥,045660
대아티아이,코스닥,045390
캠시스,코스닥,050110
현대바이오랜드,코스닥,052260
SFA반도체,코스닥,036540
삼표시멘트,코스닥,038500
HLB이노베이션,코스닥,024850
SM C&C,코스닥,048550
승일,코스닥,049830
TPC,코스닥,048770
코메론,코스닥,049430
빌리언스,코스닥,044480
삼화네트웍스,코스닥,046390
성광벤드,코스닥,014620
유라테크,코스닥,048430
삼현철강,코스닥,017480
오픈베이스,코스닥,049480
라온시큐어,코스닥,042510
삼양케이씨아이,코스닥,036670
오로라,코스닥,039830
금화피에스시,코스닥,036190
코다코,코스닥,046070
인바디,코스닥,041830
고려제약,코스닥,014570
크린앤사이언스,코스닥,045520
KD,코스닥,044180
이글벳,코스닥,044960
아즈텍WB,코스닥,032080
오리콤,코스닥,010470
위닉스,코스닥,044340
상지건설,코스닥,042940
엔피케이,코스닥,048830
삼천당제약,코스닥,000250
에이치케이,코스닥,044780
정원엔시스,코스닥,045510
한양이엔지,코스닥,045100
누리플렉스,코스닥,040160
에쎈테크,코스닥,043340
국순당,코스닥,043650
엘컴텍,코스닥,037950
이오테크닉스,코스닥,039030
상상인,코스닥,038540
서울제약,코스닥,018680
HLB파나진,코스닥,046210
나노엔텍,코스닥,039860
오공,코스닥,045060
알파AI,코스닥,043100
비츠로테크,코스닥,042370
코아시아,코스닥,045970
정상제이엘에스,코스닥,040420
진양제약,코스닥,007370
KT지니뮤직,코스닥,043610
진성티이씨,코스닥,036890
현대에이치티,코스닥,039010
삼아제약,코스닥,009300
파루,코스닥,043200
에스씨디,코스닥,042110
한국정보공학,코스닥,039740
디오,코스닥,039840
네오위즈홀딩스,코스닥,042420
다산네트웍스,코스닥,039560
바이오스마트,코스닥,038460
우리기술,코스닥,032820
안국약품,코스닥,001540
세중,코스닥,039310
우리기술투자,코스닥,041190
케이바이오,코스닥,038530
HRS,코스닥,036640
에스에이엠티,코스닥,031330
위즈코프,코스닥,038620
이건홀딩스,코스닥,039020
파인디지털,코스닥,038950
나이스정보통신,코스닥,036800
SG&G,코스닥,040610
아이에이,코스닥,038880
에스넷,코스닥,038680
에스엠,코스닥,041510
아이티센엔텍,코스닥,010280
쎄니트,코스닥,037760
대성미생물,코스닥,036480
에코플라스틱,코스닥,038110
케이엠더블유,코스닥,032500
화성밸브,코스닥,039610
경남스틸,코스닥,039240
마크로젠,코스닥,038290
희림,코스닥,037440
레드캡투어,코스닥,038390
솔브레인홀딩스,코스닥,036830
에프에스티,코스닥,036810
코맥스,코스닥,036690
EG,코스닥,037370
감성코퍼레이션,코스닥,036620
성도이엔지,코스닥,037350
제일테크노스,코스닥,038010
무림SP,코스닥,001810
세종텔레콤,코스닥,036630
심텍홀딩스,코스닥,036710
파세코,코스닥,037070
KZ정밀,코스닥,036560
SGC E&C,코스닥,016250
서희건설,코스닥,035890
주성엔지니어링,코스닥,036930
케이티알파,코스닥,036030
다우데이타,코스닥,032190
동진쎄미켐,코스닥,005290
선광,코스닥,003100
에이치엠넥스,코스닥,036170
제이에스티나,코스닥,026040
지더블유바이텍,코스닥,036180
한국팩키지,코스닥,037230
삼지전자,코스닥,037460
우리엔터프라이즈,코스닥,037400
네패스,코스닥,033640
인지디스플레,코스닥,037330
위지트,코스닥,036090
유니셈,코스닥,036200
유성티엔에스,코스닥,024800
코리아나,코스닥,027050
골드앤에스,코스닥,035290
서울평가정보,코스닥,036120
서울전자통신,코스닥,027040
대성창투,코스닥,027830
예림당,코스닥,036000
CJ ENM,코스닥,035760
이지홀딩스,코스닥,035810
기산텔레콤,코스닥,035460
바른손이앤에이,코스닥,035620
솔본,코스닥,035610
시공테크,코스닥,020710
신일제약,코스닥,012790
조아제약,코스닥,034940
인성정보,코스닥,033230
그래디언트,코스닥,035080
동국산업,코스닥,005160
매일홀딩스,코스닥,005990
해성산업,코스닥,034810
한국정보통신,코스닥,025770
파라텍,코스닥,033540
동성화인텍,코스닥,033500
드래곤플라이,코스닥,030350
엠케이전자,코스닥,033160
엠투엔,코스닥,033310
제이씨현시스템,코스닥,033320
포스코엠텍,코스닥,009520
스페코,코스닥,013810
좋은사람들,코스닥,033340
로젠,코스닥,033290
모아텍,코스닥,033200
코콤,코스닥,015710
제룡전기,코스닥,033100
제이엠아이,코스닥,033050
디지틀조선,코스닥,033130
바이온,코스닥,032980
와이지-원,코스닥,019210
특수건설,코스닥,026150
아이즈비전,코스닥,031310
동일기연,코스닥,032960
소프트센,코스닥,032680
원익,코스닥,032940
원풍물산,코스닥,008290
삼진,코스닥,032750
더라미,코스닥,032860
비트컴퓨터,코스닥,032850
엠젠솔루션,코스닥,032790
판타지오,코스닥,032800
유비케어,코스닥,032620
피델릭스,코스닥,032580
TJ미디어,코스닥,032540
휴맥스홀딩스,코스닥,028080
삼일,코스닥,032280
뉴인텍,코스닥,012340
오스템,코스닥,031510
디에이치엑스컴퍼니,코스닥,031860
피에스케이홀딩스,코스닥,031980
세보엠이씨,코스닥,011560
한일단조,코스닥,024740
양지사,코스닥,030960
원익홀딩스,코스닥,030530
한글과컴퓨터,코스닥,030520
메이슨캐피탈,코스닥,021880
광무,코스닥,029480
대호특수강,코스닥,021040
HLB,코스닥,028300
팜스토리,코스닥,027710
삼보판지,코스닥,023600
삼목에스폼,코스닥,018310
에이스침대,코스닥,003800
원익큐브,코스닥,014190
리드코프,코스닥,012700
유니슨,코스닥,018000
아난티,코스닥,025980
광진실업,코스닥,026910
인터엠,코스닥,017250
성우하이텍,코스닥,015750
대신정보통신,코스닥,020180
서부T&D,코스닥,006730
동신건설,코스닥,025950
동화기업,코스닥,025900
신라에스지,코스닥,025870
케이씨피드,코스닥,025880
한탑,코스닥,002680
한국선재,코스닥,025550
DH오토웨어,코스닥,025440
시노펙스,코스닥,025320
PN풍년,코스닥,024940
삼천리자전거,코스닥,024950
메디앙스,코스닥,014100
KBI메탈,코스닥,024840
경창산업,코스닥,024910
대륙제관,코스닥,004780
동원개발,코스닥,013120
세원물산,코스닥,024830
케이피에프,코스닥,024880
KB오토시스,코스닥,024120
신원종합개발,코스닥,017000
흥구석유,코스닥,024060
대한약품,코스닥,023910
이화공영,코스닥,001840
풍국주정,코스닥,023900
대림제지,코스닥,017650
대한광통신,코스닥,010170
동일스틸럭스,코스닥,023790
플레이위드,코스닥,023770
한국캐피탈,코스닥,023760
한일사료,코스닥,005860
모베이스전자,코스닥,012860
국영지앤엠,코스닥,006050
유진기업,코스닥,023410
제이스코홀딩스,코스닥,023440
보성파워텍,코스닥,006910
브이티,코스닥,018290
태광,코스닥,023160
와이엠,코스닥,007530
신라섬유,코스닥,001000
원일특강,코스닥,012620
서한,코스닥,011370
바른손,코스닥,018700
부방,코스닥,014470
소노스퀘어,코스닥,007720
THE CUBE&,코스닥,013720
유니크,코스닥,011320
진로발효,코스닥,018120
삼보산업,코스닥,009620
푸드웰,코스닥,005670
푸른저축은행,코스닥,007330
피제이전자,코스닥,006140
베뉴지,코스닥,019010
엠에스씨,코스닥,009780
대동금속,코스닥,020400
대원산업,코스닥,005710
큐캐피탈,코스닥,016600
한국가구,코스닥,004590
디모아,코스닥,016670
중앙에너비스,코스닥,000440
삼륭물산,코스닥,014970
경동제약,코스닥,011040
원풍,코스닥,008370
네이처셀,코스닥,007390
삼일기업공사,코스닥,002290
일지테크,코스닥,019540
한일화학,코스닥,007770
한국알콜,코스닥,017890
대주산업,코스닥,003310
글로본,코스닥,019660
세명전기,코스닥,017510
에이티넘인베스트,코스닥,021080
대동기어,코스닥,008830
피에스텍,코스닥,002230
이렘,코스닥,009730
카스,코스닥,016920
하이록코리아,코스닥,013030
SBI인베스트먼트,코스닥,019550
플루토스,코스닥,019570
모헨즈,코스닥,006920
